VulnerabilityID,PkgName,InstalledVersion,SeveritySource,PrimaryURL,Title,Description,Severity,CweIDs,References,PublishedDate,LastModifiedDate,Layer.DiffID,DataSource.ID,DataSource.Name,DataSource.URL,CVSS.nvd.V2Vector,CVSS.nvd.V3Vector,CVSS.nvd.V2Score,CVSS.nvd.V3Score,CVSS.redhat.V3Vector,CVSS.redhat.V3Score,CVSS.redhat.V2Vector,CVSS.redhat.V2Score,VendorIDs,FixedVersion
CVE-2005-3660,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2005-3660,Linux kernel 2.4 and 2.6 allows attackers to cause a denial of service ...,"Linux kernel 2.4 and 2.6 allows attackers to cause a denial of service (memory exhaustion and panic) by creating a large number of connected file descriptors or socketpairs and setting a large data transfer buffer, then preventing Linux from being able to finish the transfer by causing the process to become a zombie, or closing the file descriptor without closing an associated reference.",LOW,,"['http://secunia.com/advisories/18205', 'http://securityreason.com/securityalert/291', 'http://securitytracker.com/id?1015402', 'http://www.idefense.com/intelligence/vulnerabilities/display.php?id=362', 'http://www.securityfocus.com/bid/16041', 'http://www.vupen.com/english/advisories/2005/3076', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/23835']",2005-12-22T23:03:00Z,2017-07-11T01:33:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:C,,4.9,,,,,,,
CVE-2007-3719,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2007-3719,kernel: secretly Monopolizing the CPU Without Superuser Privileges,"The process scheduler in the Linux kernel 2.6.16 gives preference to ""interactive"" processes that perform voluntary sleeps, which allows local users to cause a denial of service (CPU consumption), as described in ""Secretly Monopolizing the CPU Without Superuser Privileges.""",LOW,,"['http://osvdb.org/37127', 'http://www.cs.huji.ac.il/~dants/papers/Cheat07Security.pdf', 'https://access.redhat.com/security/cve/CVE-2007-3719']",2007-07-12T16:30:00Z,2008-11-15T06:53:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:P,,2.1,,,,,,,
CVE-2008-2544,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2008-2544,kernel: mounting proc readonly on a different mount point silently mounts it rw if the /proc mount is rw,"Mounting /proc filesystem via chroot command silently mounts it in read-write mode. The user could bypass the chroot environment and gain write access to files, he would never have otherwise.",LOW,['CWE-668'],"['https://access.redhat.com/security/cve/CVE-2008-2544', 'https://bugzilla.redhat.com/show_bug.cgi?id=213135']",2021-05-27T13:15:00Z,2021-06-07T17:39:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:P/A:N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2.1,5.5,,,,,,
CVE-2008-4609,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2008-4609,kernel: TCP protocol vulnerabilities from Outpost24,"The TCP implementation in (1) Linux, (2) platforms based on BSD Unix, (3) Microsoft Windows, (4) Cisco products, and probably other operating systems allows remote attackers to cause a denial of service (connection queue exhaustion) via multiple vectors that manipulate information in the TCP state table, as demonstrated by sockstress.",LOW,['CWE-16'],"['http://blog.robertlee.name/2008/10/conjecture-speculation.html', 'http://insecure.org/stf/tcp-dos-attack-explained.html', 'http://lists.immunitysec.com/pipermail/dailydave/2008-October/005360.html', 'http://marc.info/?l=bugtraq&m=125856010926699&w=2', 'http://searchsecurity.techtarget.com.au/articles/27154-TCP-is-fundamentally-borked', 'http://www.cisco.com/en/US/products/products_security_advisory09186a0080af511d.shtml', 'http://www.cisco.com/en/US/products/products_security_response09186a0080a15120.html', 'http://www.cpni.gov.uk/Docs/tn-03-09-security-assessment-TCP.pdf', 'http://www.mandriva.com/security/advisories?name=MDVSA-2013:150', 'http://www.oracle.com/technetwork/topics/security/cpujul2012-392727.html', 'http://www.outpost24.com/news/news-2008-10-02.html', 'http://www.us-cert.gov/cas/techalerts/TA09-251A.html', 'https://access.redhat.com/security/cve/CVE-2008-4609', 'https://docs.microsoft.com/en-us/security-updates/securitybulletins/2009/ms09-048', 'https://nvd.nist.gov/vuln/detail/CVE-2008-4609', 'https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A6340', 'https://www.cert.fi/haavoittuvuudet/2008/tcp-vulnerabilities.html']",2008-10-20T17:59:00Z,2021-07-07T16:08:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:N/I:N/A:C,,7.1,,,,,,,
CVE-2010-4563,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2010-4563,kernel: ipv6: sniffer detection,"The Linux kernel, when using IPv6, allows remote attackers to determine whether a host is sniffing the network by sending an ICMPv6 Echo Request to a multicast address and determining whether an Echo Reply is sent, as demonstrated by thcping.",LOW,['CWE-200'],"['http://seclists.org/dailydave/2011/q2/25', 'http://seclists.org/fulldisclosure/2011/Apr/254', 'https://access.redhat.com/security/cve/CVE-2010-4563', 'https://nvd.nist.gov/vuln/detail/CVE-2010-4563']",2012-02-02T17:55:00Z,2012-02-03T05:00:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:L/Au:N/C:P/I:N/A:N,,5.0,,,,AV:A/AC:M/Au:N/C:P/I:N/A:N,2.9,,
CVE-2010-5321,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2010-5321,kernel: v4l: videobuf: hotfix a bug on multiple calls to mmap(),"Memory leak in drivers/media/video/videobuf-core.c in the videobuf subsystem in the Linux kernel 2.6.x through 4.x allows local users to cause a denial of service (memory consumption) by leveraging /dev/video access for a series of mmap calls that require new allocations, a different vulnerability than CVE-2007-6761.  NOTE: as of 2016-06-18, this affects only 11 drivers that have not been updated to use videobuf2 instead of videobuf.",LOW,['CWE-772'],"['http://linuxtv.org/irc/v4l/index.php?date=2010-07-29', 'http://www.openwall.com/lists/oss-security/2015/02/08/4', 'https://access.redhat.com/security/cve/CVE-2010-5321', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=827340', 'https://bugzilla.kernel.org/show_bug.cgi?id=120571', 'https://bugzilla.redhat.com/show_bug.cgi?id=620629']",2017-04-24T06:59:00Z,2020-05-11T17:11:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:C,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,4.9,4.3,,,AV:L/AC:H/Au:S/C:N/I:N/A:C,3.8,,
CVE-2011-4915,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2011-4915,fs/proc/base.c in the Linux kernel through 3.1 allows local users to o ...,fs/proc/base.c in the Linux kernel through 3.1 allows local users to obtain sensitive keystroke information via access to /proc/interrupts.,LOW,['CWE-200'],"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=0499680a42141d86417a8fbaa8c8db806bea1201', 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=a2ef990ab5a6705a356d146dd773a3b359787497', 'http://people.canonical.com/~ubuntu-security/cve/2011/CVE-2011-4915.html', 'http://www.openwall.com/lists/oss-security/2011/11/07/9', 'https://lkml.org/lkml/2011/11/7/340', 'https://seclists.org/oss-sec/2011/q4/571', 'https://security-tracker.debian.org/tracker/CVE-2011-4915', 'https://vigilance.fr/vulnerability/Linux-kernel-information-disclosure-about-keyboard-11131']",2020-02-20T18:15:00Z,2020-02-25T15:14:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2.1,5.5,,,,,,
CVE-2011-4916,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2011-4916,Linux kernel through 3.1 allows local users to obtain sensitive keystr ...,Linux kernel through 3.1 allows local users to obtain sensitive keystroke information via access to /dev/pts/ and /dev/tty*.,LOW,['CWE-200'],"['https://lkml.org/lkml/2011/11/7/355', 'https://www.openwall.com/lists/oss-security/2011/12/28/3']",2022-07-12T21:15:00Z,2022-07-20T09:02:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2.1,5.5,,,,,,
CVE-2011-4917,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2011-4917,In the Linux kernel through 3.1 there is an information disclosure iss ...,In the Linux kernel through 3.1 there is an information disclosure issue via /proc/stat.,LOW,,"['https://lkml.org/lkml/2011/11/7/340', 'https://www.openwall.com/lists/oss-security/2011/12/28/4']",2022-04-18T17:15:00Z,2022-04-26T18:33:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2.1,5.5,,,,,,
CVE-2012-4542,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2012-4542,kernel: block: default SCSI command filter does not accomodate commands overlap across device classes,"block/scsi_ioctl.c in the Linux kernel through 3.8 does not properly consider the SCSI device class during authorization of SCSI commands, which allows local users to bypass intended access restrictions via an SG_IO ioctl call that leverages overlapping opcodes.",LOW,['CWE-264'],"['http://marc.info/?l=linux-kernel&m=135903967015813&w=2', 'http://marc.info/?l=linux-kernel&m=135904012416042&w=2', 'http://rhn.redhat.com/errata/RHSA-2013-0496.html', 'http://rhn.redhat.com/errata/RHSA-2013-0579.html', 'http://rhn.redhat.com/errata/RHSA-2013-0882.html', 'http://rhn.redhat.com/errata/RHSA-2013-0928.html', 'https://access.redhat.com/security/cve/CVE-2012-4542', 'https://bugzilla.redhat.com/show_bug.cgi?id=875360', 'https://linux.oracle.com/cve/CVE-2012-4542.html', 'https://linux.oracle.com/errata/ELSA-2013-2534.html', 'https://oss.oracle.com/git/?p=redpatch.git;a=commit;h=76a274e17114abf1a77de6b651424648ce9e10c8']",2013-02-28T19:55:00Z,2013-06-21T03:13:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:P/A:P,,4.6,,,,AV:A/AC:M/Au:S/C:P/I:P/A:P,4.9,,
CVE-2014-9892,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2014-9892,The snd_compr_tstamp function in sound/core/compress_offload.c in the  ...,"The snd_compr_tstamp function in sound/core/compress_offload.c in the Linux kernel through 4.7, as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices, does not properly initialize a timestamp data structure, which allows attackers to obtain sensitive information via a crafted application, aka Android internal bug 28770164 and Qualcomm internal bug CR568717.",LOW,['CWE-200'],"['http://source.android.com/security/bulletin/2016-08-01.html', 'http://www.securityfocus.com/bid/92222', 'https://source.codeaurora.org/quic/la/kernel/msm-3.10/commit/?id=591b1f455c32206704cbcf426bb30911c260c33e']",2016-08-06T10:59:00Z,2016-11-28T19:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:P/I:N/A:N,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,4.3,5.5,,,,,,
CVE-2014-9900,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2014-9900,kernel: Info leak in uninitialized structure ethtool_wolinfo in ethtool_get_wol(),"The ethtool_get_wol function in net/core/ethtool.c in the Linux kernel through 4.7, as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices, does not initialize a certain data structure, which allows local users to obtain sensitive information via a crafted application, aka Android internal bug 28803952 and Qualcomm internal bug CR570754.",LOW,['CWE-200'],"['http://source.android.com/security/bulletin/2016-08-01.html', 'http://www.securityfocus.com/bid/92222', 'https://access.redhat.com/security/cve/CVE-2014-9900', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-9900', 'https://source.codeaurora.org/quic/la/kernel/msm-3.10/commit/?id=63c317dbee97983004dffdd9f742a20d17150071', 'https://ubuntu.com/security/notices/USN-3358-1', 'https://ubuntu.com/security/notices/USN-3359-1', 'https://ubuntu.com/security/notices/USN-3360-1', 'https://ubuntu.com/security/notices/USN-3360-2', 'https://ubuntu.com/security/notices/USN-3364-1', 'https://ubuntu.com/security/notices/USN-3364-2', 'https://ubuntu.com/security/notices/USN-3364-3', 'https://ubuntu.com/security/notices/USN-3371-1']",2016-08-06T10:59:00Z,2016-11-28T19:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:P/I:N/A:N,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,4.3,5.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,,,,
CVE-2015-2877,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2015-2877,Kernel: Cross-VM ASL INtrospection (CAIN),"** DISPUTED ** Kernel Samepage Merging (KSM) in the Linux kernel 2.6.32 through 4.x does not prevent use of a write-timing side channel, which allows guest OS users to defeat the ASLR protection mechanism on other guest OS instances via a Cross-VM ASL INtrospection (CAIN) attack.  NOTE: the vendor states ""Basically if you care about this attack vector, disable deduplication."" Share-until-written approaches for memory conservation among mutually untrusting tenants are inherently detectable for information disclosure, and can be classified as potentially misunderstood behaviors rather than vulnerabilities.",LOW,['CWE-200'],"['http://www.antoniobarresi.com/files/cain_advisory.txt', 'http://www.kb.cert.org/vuls/id/935424', 'http://www.securityfocus.com/bid/76256', 'https://access.redhat.com/security/cve/CVE-2015-2877', 'https://bugzilla.redhat.com/show_bug.cgi?id=1252096', 'https://www.kb.cert.org/vuls/id/BGAR-A2CNKG', 'https://www.kb.cert.org/vuls/id/BLUU-9ZAHZH', 'https://www.usenix.org/system/files/conference/woot15/woot15-paper-barresi.pdf']",2017-03-03T11:59:00Z,2020-06-04T19:29:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2.1,3.3,,,AV:L/AC:L/Au:N/C:P/I:N/A:N,2.1,,
CVE-2016-10723,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2016-10723,** DISPUTED ** An issue was discovered in the Linux kernel through 4.1 ...,"** DISPUTED ** An issue was discovered in the Linux kernel through 4.17.2. Since the page allocator does not yield CPU resources to the owner of the oom_lock mutex, a local unprivileged user can trivially lock up the system forever by wasting CPU resources from the page allocator (e.g., via concurrent page fault events) when the global OOM killer is invoked. NOTE: the software maintainer has not accepted certain proposed patches, in part because of a viewpoint that ""the underlying problem is non-trivial to handle.""",LOW,['CWE-399'],"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-10723', 'https://lore.kernel.org/lkml/195a512f-aecc-f8cf-f409-6c42ee924a8c@i-love.sakura.ne.jp/', 'https://lore.kernel.org/lkml/cb2d635c-c14d-c2cc-868a-d4c447364f0d@i-love.sakura.ne.jp/', 'https://patchwork.kernel.org/patch/10395909/', 'https://patchwork.kernel.org/patch/9842889/', 'https://www.spinics.net/lists/linux-mm/msg117896.html']",2018-06-21T13:29:00Z,2018-08-21T15:31:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:C,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,4.9,5.5,,,,,,
CVE-2016-8660,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2016-8660,kernel: xfs: local DoS due to a page lock order bug in the XFS seek hole/data implementation,"The XFS subsystem in the Linux kernel through 4.8.2 allows local users to cause a denial of service (fdatasync failure and system hang) by using the vfs syscall group in the trinity program, related to a ""page lock order bug in the XFS seek hole/data implementation.""",LOW,['CWE-19'],"['http://www.openwall.com/lists/oss-security/2016/10/13/8', 'http://www.securityfocus.com/bid/93558', 'https://access.redhat.com/security/cve/CVE-2016-8660', 'https://bugzilla.redhat.com/show_bug.cgi?id=1384851', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-8660', 'https://lore.kernel.org/linux-xfs/895314622.769515.1476375930648.JavaMail.zimbra@redhat.com/', 'https://marc.info/?l=linux-fsdevel&m=147639177409294&w=2', 'https://marc.info/?l=linux-xfs&m=149498118228320&w=2']",2016-10-16T21:59:00Z,2016-11-28T20:41:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:C,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,4.9,5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,5.5,AV:L/AC:M/Au:N/C:N/I:N/A:C,4.7,,
CVE-2017-0630,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2017-0630,kernel: Information disclosure vulnerability in kernel trace subsystem,"An information disclosure vulnerability in the kernel trace subsystem could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-34277115.",LOW,['CWE-200'],"['http://www.securityfocus.com/bid/98213', 'https://access.redhat.com/security/cve/CVE-2017-0630', 'https://source.android.com/security/bulletin/2017-05-01', 'https://source.android.com/security/bulletin/2017-05-01#id-in-kernel-trace-subsystem']",2017-05-12T15:29:00Z,2017-05-19T12:41:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:H/Au:N/C:P/I:N/A:N,CVSS:3.0/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,2.6,4.7,CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,4.4,,,,
CVE-2017-13693,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2017-13693,kernel: ACPI operand cache leak in dsutils.c,"The acpi_ds_create_operands() function in drivers/acpi/acpica/dsutils.c in the Linux kernel through 4.12.9 does not flush the operand cache and causes a kernel stack dump, which allows local users to obtain sensitive information from kernel memory and bypass the KASLR protection mechanism (in the kernel through 4.9) via a crafted ACPI table.",LOW,['CWE-200'],"['http://www.securityfocus.com/bid/100502', 'https://access.redhat.com/security/cve/CVE-2017-13693', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13693', 'https://github.com/acpica/acpica/pull/295/commits/987a3b5cf7175916e2a4b6ea5b8e70f830dfe732', 'https://patchwork.kernel.org/patch/9919053/']",2017-08-25T08:29:00Z,2017-09-20T14:51:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:C/I:N/A:N,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,4.9,5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.3,,,,
CVE-2017-13694,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2017-13694,kernel: ACPI node and node_ext cache leak,"The acpi_ps_complete_final_op() function in drivers/acpi/acpica/psobject.c in the Linux kernel through 4.12.9 does not flush the node and node_ext caches and causes a kernel stack dump, which allows local users to obtain sensitive information from kernel memory and bypass the KASLR protection mechanism (in the kernel through 4.9) via a crafted ACPI table.",LOW,['CWE-200'],"['http://www.securityfocus.com/bid/100500', 'https://access.redhat.com/security/cve/CVE-2017-13694', 'https://github.com/acpica/acpica/pull/278/commits/4a0243ecb4c94e2d73510d096c5ea4d0711fc6c0', 'https://patchwork.kernel.org/patch/9806085/']",2017-08-25T08:29:00Z,2017-09-20T14:50:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2.1,5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.3,,,,
CVE-2018-1121,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2018-1121,"procps-ng, procps: process hiding through race condition enumerating /proc","procps-ng, procps is vulnerable to a process hiding through race condition. Since the kernel's proc_pid_readdir() returns PID entries in ascending numeric order, a process occupying a high PID can use inotify events to determine when the process list is being scanned, and fork/exec to obtain a lower PID, thus avoiding enumeration. An unprivileged attacker can hide a process from procps-ng's utilities by exploiting a race condition in reading /proc/PID entries. This vulnerability affects procps and procps-ng up to version 3.3.15, newer versions might be affected also.",LOW,['CWE-362'],"['http://seclists.org/oss-sec/2018/q2/122', 'http://www.securityfocus.com/bid/104214', 'https://access.redhat.com/security/cve/CVE-2018-1121', 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-1121', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-1121', 'https://www.exploit-db.com/exploits/44806/', 'https://www.qualys.com/2018/05/17/procps-ng-audit-report-advisory.txt']",2018-06-13T20:29:00Z,2020-06-30T16:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:N/AC:M/Au:N/C:N/I:P/A:N,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,4.3,5.9,CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:L,3.9,,,,
CVE-2018-12928,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2018-12928,kernel: NULL pointer dereference in hfs_ext_read_extent in hfs.ko,"In the Linux kernel 4.15.0, a NULL pointer dereference was discovered in hfs_ext_read_extent in hfs.ko. This can occur during a mount of a crafted hfs filesystem.",LOW,['CWE-476'],"['http://www.securityfocus.com/bid/104593', 'https://access.redhat.com/security/cve/CVE-2018-12928', 'https://bugs.launchpad.net/ubuntu/+source/linux/+bug/1763384', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-12928', 'https://groups.google.com/forum/#!msg/syzkaller-bugs/9SgQk_6tSZ4/zLhTm4r1AwAJ', 'https://lore.kernel.org/linux-fsdevel/20180418173028.GA30953@bombadil.infradead.org/', 'https://marc.info/?l=linux-fsdevel&m=152407263325766&w=2']",2018-06-28T14:29:00Z,2018-08-21T11:55:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:C,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,4.9,5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:H,5.0,,,,
CVE-2018-17977,linux-libc-dev,5.10.120-1,debian,https://avd.aquasec.com/nvd/cve-2018-17977,"kernel: Mishandled interactions among XFRM Netlink messages, IPPROTO_AH packets, and IPPROTO_IP packets resulting in a denial of service","The Linux kernel 4.14.67 mishandles certain interaction among XFRM Netlink messages, IPPROTO_AH packets, and IPPROTO_IP packets, which allows local users to cause a denial of service (memory consumption and system hang) by leveraging root access to execute crafted applications, as demonstrated on CentOS 7.",LOW,['CWE-400'],"['http://www.securityfocus.com/bid/105539', 'https://access.redhat.com/security/cve/CVE-2018-17977', 'https://bugzilla.suse.com/show_bug.cgi?id=1111609', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-17977', 'https://www.openwall.com/lists/oss-security/2018/10/05/5']",2018-10-08T17:29:00Z,2018-11-26T15:51:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:C,CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,4.9,4.4,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,4.9,,,,
